"","imdb_title_id","title","year","genre","duration","country","language","director","avg_vote","votes","budget","usa_gross_income","worlwide_gross_income","metascore","reviews_from_users","reviews_from_critics"
"50486","tt0829193","Honeydripper",2007,"Crime, Drama, History",124,"USA","English","John Sayles",6.6,1889,5000000,267880,544925,68,29,70
"50498","tt0829482","Suxbad: Tre menti sopra il pelo",2007,"Comedy",113,"USA","English","Greg Mottola",7.6,511454,20000000,121463226,170812526,76,660,268
"50567","tt0834541","Sherman's Way",2008,"Comedy",97,"USA","English","Craig M. Saavedra",5.4,515,250000,13282,13282,43,6,16
"50603","tt0837562","Hotel Transylvania",2012,"Animation, Comedy, Family",91,"USA","English","Genndy Tartakovsky",7.1,218566,85000000,148313048,358375603,47,226,275
"50609","tt0837796","House",2008,"Horror",88,"USA","English","Robby Henson",4.6,5519,2500000,575048,1141018,24,76,49
"50622","tt0838247","After.Life",2009,"Drama, Mystery, Thriller",104,"USA","English","Agnieszka Wojtowicz-Vosloo",5.9,35853,4500000,108595,2425535,36,158,141
"50634","tt0839980","Semi-Pro",2008,"Comedy, Sport",91,"USA","English","Kent Alterman",5.8,77449,55000000,33479698,44004502,47,131,165
"50639","tt0840361","The Town",2010,"Crime, Drama, Thriller",125,"USA","English","Ben Affleck",7.5,344976,37000000,92186262,154026136,74,510,394
"50646","tt0841032","Un nuovo marito per mamma",2007,"Comedy, Family, Fantasy",96,"USA","English","Lance Rivera",4.5,2821,20000000,5812781,5812781,32,22,30
"50649","tt0841046","Walk Hard - La storia di Dewey Cox",2007,"Comedy, Drama, Music",96,"USA","English","Jake Kasdan",6.8,66276,35000000,18317151,20576198,63,228,169
"50677","tt0843850","Finishing the Game: The Search for a New Bruce Lee",2007,"Comedy",84,"USA","English","Justin Lin",6,1734,500000,52868,53570,46,12,34
"50695","tt0844479","The Collector",2009,"Action, Crime, Horror",90,"USA","English","Marcus Dunstan",6.4,56836,6000000,7712114,10234475,29,234,156
"50698","tt0844671","College",2008,"Comedy",94,"USA","English","Deb Hagan",4.6,12008,7000000,4694636,6265483,15,83,42
"50777","tt0848537","Epic - Il mondo segreto",2013,"Animation, Adventure, Family",102,"USA","English","Chris Wedge",6.7,98588,100000000,107518682,268426634,52,132,214
"50808","tt0852713","La coniglietta di casa",2008,"Comedy, Romance",97,"USA","English","Fred Wolf",5.5,78215,25000000,48237389,70439696,55,149,132
"50878","tt0859635","Super Troopers 2",2018,"Comedy, Crime, Mystery",100,"USA","English","Jay Chandrasekhar",6,23256,13500000,30617396,31626386,41,207,93
"50891","tt0860870","Touching Home",2008,"Drama, Sport",108,"USA","English","Logan Miller, Noah Miller",5.8,685,2000000,116353,116353,52,16,12
"50921","tt0864835","Mr. Peabody e Sherman",2014,"Animation, Adventure, Comedy",92,"USA","English","Rob Minkoff",6.8,61042,145000000,111506430,275698039,59,161,204
"50990","tt0871426","Baby Mama",2008,"Comedy, Romance",99,"USA","English","Michael McCullers",6,41704,30000000,60494212,64444713,55,110,147
"51016","tt0872230","My Soul to Take - Il cacciatore di anime",2010,"Horror, Mystery, Thriller",107,"USA","English","Wes Craven",4.8,19298,25000000,14744435,21500813,25,146,164
"51024","tt0873886","Red State",2011,"Action, Crime, Horror",88,"USA","English","Kevin Smith",6.2,61377,4000000,1104682,1874460,50,306,288
"51045","tt0875705","Lake City",2008,"Crime, Drama",93,"USA","English","Hunter Hill, Perry Moore",5.8,817,4000000,12767,12767,29,16,19
"51071","tt0878804","The Blind Side",2009,"Biography, Drama, Sport",129,"USA","English","John Lee Hancock",7.6,286037,29000000,255959475,309208309,53,509,274
"51073","tt0878835","Please Give",2010,"Comedy, Drama",87,"USA","English","Nicole Holofcener",6.6,10928,3000000,4033574,4313829,78,54,135
"51093","tt0880578","Nella rete del serial killer",2008,"Crime, Mystery, Thriller",101,"USA","English","Gregory Hoblit",6.2,46812,35000000,28687835,52933513,32,267,196
"51139","tt0884328","The Mist",2007,"Horror, Sci-Fi, Thriller",126,"USA","English","Frank Darabont",7.1,275928,18000000,25594957,57470220,58,1195,362
"51200","tt0889573","Due cuori e una provetta",2010,"Comedy, Drama, Romance",101,"USA","English","Josh Gordon, Will Speck",6.1,95518,19000000,27779426,49843011,52,139,186
"51222","tt0891527","Leoni per agnelli",2007,"Crime, Drama, Mystery",92,"USA","English","Robert Redford",6.2,46840,35000000,15002854,64811540,47,308,230
"51247","tt0892769","Dragon Trainer",2010,"Animation, Action, Adventure",98,"USA","English","Dean DeBlois, Chris Sanders",8.1,651499,165000000,217581231,494878759,75,634,311
"51248","tt0892782","Mostri contro alieni",2009,"Animation, Action, Adventure",94,"USA","English","Rob Letterman, Conrad Vernon",6.4,144198,175000000,198351526,381509870,56,210,231
"51249","tt0892791","Shrek e vissero felici e contenti",2010,"Animation, Adventure, Comedy",93,"USA","English","Mike Mitchell",6.3,180304,165000000,238736787,752600867,58,213,219
"51293","tt0897361","Il nome del mio assassino",2007,"Crime, Drama, Mystery",106,"USA","English","Chris Sivertson",3.6,25732,12000000,7498716,9669758,16,281,145
"51300","tt0898367","The Road",2009,"Drama",111,"USA","English","John Hillcoat",7.2,219723,25000000,8117000,27639579,64,572,370
"51317","tt0901476","Bride Wars - La mia migliore nemica",2009,"Comedy, Romance",89,"USA","English","Gary Winick",5.5,98848,30000000,58715510,115375850,24,145,159
"51336","tt0902290","I Sell the Dead",2008,"Comedy, Horror",85,"USA","English","Glenn McQuaid",6.1,10332,750000,8050,8050,62,53,110
"51354","tt0903657","Love & Mercy",2014,"Biography, Drama, Music",121,"USA","English","Bill Pohlad",7.4,35291,10000000,12551031,28641776,80,161,274
"51375","tt0906108","Why Did I Get Married?",2007,"Comedy, Drama",113,"USA","English","Tyler Perry",5.9,11974,15000000,55204525,55862886,54,104,42
"51428","tt0910970","WALL·E",2008,"Animation, Adventure, Family",98,"USA","English","Andrew Stanton",8.4,974734,180000000,223808164,521311860,95,1287,269
"51432","tt0913354","Blindato",2009,"Action, Crime, Thriller",88,"USA","English","Nimród Antal",5.7,29450,20000000,15988876,22942221,50,118,114
"51466","tt0918927","Il dubbio",2008,"Drama, Mystery",104,"USA","English","John Patrick Shanley",7.5,119838,20000000,33446470,51699984,68,402,297
"51624","tt0935075","Rabbit Hole",2010,"Drama",91,"USA","English","John Cameron Mitchell",7,46814,5000000,2229058,5144717,76,157,246
"51636","tt0937375","This Christmas",2007,"Comedy, Drama, Romance",117,"USA","English","Preston A. Whitmore II",6.3,8102,13000000,49121934,49778552,63,34,36
"51641","tt0938283","L'ultimo dominatore dell'aria",2010,"Action, Adventure, Family",103,"USA","English","M. Night Shyamalan",4,149673,150000000,131772187,319713881,20,1577,291
"51717","tt0947802","La terrazza sul lago",2008,"Crime, Drama, Thriller",110,"USA","English","Neil LaBute",6.1,48133,20000000,39263506,44655002,47,138,157
"51720","tt0948470","The Amazing Spider-Man",2012,"Action, Adventure, Sci-Fi",136,"USA","English","Marc Webb",6.9,550033,230000000,262030663,757930663,66,1339,626
"51741","tt0951216","3 donne al verde",2008,"Comedy, Crime, Thriller",104,"USA","English","Callie Khouri",5.8,20218,22000000,20668843,26412163,41,61,95
"51771","tt0954990","The Yellow Handkerchief",2008,"Drama, Romance",102,"USA","English","Udayan Prasad",6.7,8109,15500000,318623,318623,62,45,59
"51778","tt0955411","I dieci comandamenti",2007,"Animation, Family",88,"USA","English","Bill Boyce, John Stronach",2.9,2229,10000000,952820,1051907,25,30,20
"51795","tt0960066","The Black Waters of Echo's Pond",2009,"Fantasy, Horror, Thriller",89,"USA","English","Gabriel Bologna",4.4,1104,5000000,224409,224409,31,27,55
"51802","tt0960721","Adventures of Power",2008,"Comedy, Music",89,"USA","English","Ari Gold",5.9,1844,2500000,17419,17419,39,12,45
"51803","tt0960731","Racconti incantati",2008,"Comedy, Family, Fantasy",99,"USA","English","Adam Shankman",6,86813,80000000,110101975,212874864,33,133,149
"51806","tt0960770","Holding Trevor",2007,"Drama, Romance",88,"USA","English","Rosser Goodman",5.5,1362,55000,16814,16814,36,14,14
"51815","tt0961108","Un segreto tra di noi",2008,"Drama",120,"USA","English","Dennis Lee",6.5,12322,8000000,70600,6692182,34,57,70
"51827","tt0962726","High School Musical 3: Senior Year",2008,"Comedy, Drama, Family",112,"USA","English","Kenny Ortega",4.8,56762,11000000,90559416,252909177,57,189,131
"51836","tt0963194","Repo! The Genetic Opera",2008,"Horror, Musical, Sci-Fi",98,"USA","English","Darren Lynn Bousman",6.6,23253,8500000,146750,188126,32,283,139
"51849","tt0964517","The Fighter",2010,"Biography, Drama, Sport",116,"USA","English","David O. Russell",7.8,334145,25000000,93617009,129190869,79,447,416
"51851","tt0964539","Pathology",2008,"Crime, Thriller",95,"USA","English","Marc Schölermann",6,30956,8000000,109846,3234706,55,127,78
"51863","tt0967945","The Merry Gentleman",2008,"Crime, Drama, Thriller",110,"USA","English","Michael Keaton",6.5,2868,5000000,347977,347977,55,32,59
"51864","tt0968264","The Conspirator",2010,"Crime, Drama, History",122,"USA","English","Robert Redford",6.9,27408,25000000,11538204,15625544,55,152,203
"51892","tt0970411","Ember - Il mistero della città di luce",2008,"Adventure, Family, Fantasy",90,"USA","English","Gil Kenan",6.5,62073,55000000,7873007,17929684,58,124,123
"51917","tt0971209","A Perfect Getaway - Una perfetta via di fuga",2009,"Drama, Mystery, Thriller",98,"USA","English","David Twohy",6.5,66624,14000000,15515460,22955544,63,254,104
"51932","tt0972883","Red",2008,"Drama, Thriller",93,"USA","English","Trygve Allister Diesen, Lucky McKee",7,10005,2500000,4643,15617,61,54,66
"51952","tt0974661","17 again - Ritorno al liceo",2009,"Comedy, Drama, Fantasy",102,"USA","English","Burr Steers",6.3,176232,20000000,64167069,136316880,48,225,194
"51976","tt0976222","Bandslam - High School Band",2009,"Comedy, Drama, Family",111,"USA","English","Todd Graff",6.3,13652,20000000,5210988,12225023,66,44,78
"51980","tt0976247","Surfer, Dude",2008,"Comedy",85,"USA","English","S.R. Bindler",4.7,8268,6000000,52132,52132,16,42,20
"52009","tt0979434","Lottery Ticket",2010,"Comedy",99,"USA","English","Erik White",5,10357,17000000,24719879,24719879,50,29,62
"52019","tt0981072","The Lucky Ones - Un viaggio inaspettato",2008,"Comedy, Drama, War",115,"USA","English","Neil Burger",6.9,13382,15000000,266967,287567,53,37,56
"52021","tt0981227","Nick & Norah - Tutto accadde in una notte",2008,"Comedy, Drama, Music",90,"USA","English","Peter Sollett",6.6,87587,10000000,31487293,33556631,64,157,169
"52040","tt0983946","Fantasy Island",2020,"Action, Adventure, Fantasy",109,"USA","English","Jeff Wadlow",4.9,26823,7000000,26441782,47315959,22,635,154
"52055","tt0984210","Multiple Sarcasms",2010,"Drama",97,"USA","English","Brooks Branch",4.9,621,2500000,29731,29731,35,13,18
"52082","tt0986263","Il mondo dei replicanti",2009,"Action, Sci-Fi, Thriller",89,"USA","English","Jonathan Mostow",6.3,167372,80000000,38577772,122444772,45,273,274
"52096","tt0988595","27 volte in bianco",2008,"Comedy, Romance",111,"USA","English","Anne Fletcher",6.1,151643,30000000,76808654,162655351,47,173,180
"52101","tt0989000","In Search of a Midnight Kiss",2007,"Comedy, Romance",90,"USA","English","Alex Holdridge",7.2,7871,25000,172605,1294176,64,48,87
"52107","tt0989757","Dear John",2010,"Drama, Romance, War",108,"USA","English","Lasse Hallström",6.3,136257,25000000,80014842,114984666,43,230,166
"52233","tt0999913","Straw Dogs",2011,"Action, Drama, Thriller",110,"USA","English","Rod Lurie",5.8,32371,25000000,10324441,11168712,45,151,195
"52251","tt1000774","Sex and the City",2008,"Comedy, Drama, Romance",145,"USA","English","Michael Patrick King",5.6,114468,65000000,152647258,418765321,53,495,232
"52260","tt1001526","Megamind",2010,"Animation, Action, Comedy",95,"USA","English","Tom McGrath",7.2,222974,130000000,148415853,321885765,63,260,237
"52265","tt1001562","Witless Protection",2008,"Comedy, Crime",99,"USA","English","Charles Robert Carner",3.3,5980,7500000,4161625,4161625,17,24,36
"52279","tt1002563","The Young Messiah",2016,"Drama, Fantasy",111,"USA","English","Cyrus Nowrasteh",5.6,3104,18500000,6490401,7330338,33,40,39
"52319","tt10059518","Il giorno sbagliato",2020,"Action, Thriller",90,"USA","English","Derrick Borte",6.2,4720,33000000,9025406,21025406,40,159,119
"52335","tt1007018","Open Road - La strada per ricominciare",2009,"Comedy, Drama",90,"USA","English","Michael Meredith",5.4,3358,10000000,19716,19716,47,12,21
"52336","tt1007028","Zack & Miri - Amore a... primo sesso",2008,"Comedy, Romance",101,"USA","English","Kevin Smith",6.5,170770,24000000,31457946,42784344,56,262,250
"52422","tt1013753","Milk",2008,"Biography, Drama",128,"USA","English","Gus Van Sant",7.5,162475,20000000,31841299,54589558,84,311,333
"52424","tt1013860","Dylan Dog - Il film",2010,"Action, Comedy, Crime",108,"USA","English","Kevin Munroe",5.1,14499,20000000,1186538,5782515,31,76,140
"52455","tt1015471","The Sisterhood of Night",2014,"Drama, Mystery, Thriller",104,"USA","English","Caryn Waechter",6.2,1984,1000000,6870,6870,60,22,24
"52468","tt1016075","Fame - Saranno Famosi",2009,"Comedy, Drama, Musical",107,"USA","English","Kevin Tancharoen",5.1,15830,18000000,22455510,77211836,39,82,134
"52485","tt1017451","The Runaways",2010,"Biography, Drama, Music",106,"USA","English","Floria Sigismondi",6.5,45724,10000000,3573673,4681651,65,140,257
"52507","tt1018830","Yonkers Joe",2008,"Comedy, Crime, Thriller",101,"USA","English","Robert Celestino",6.4,784,5000000,8286,8286,48,23,36
"52595","tt1023111","Never Back Down - Mai arrendersi",2008,"Action, Drama, Sport",113,"USA","English","Jeff Wadlow",6.6,94632,20000000,24850922,41627431,39,190,140
"52621","tt1024715","Soffocare",2008,"Comedy, Drama",92,"USA","English","Clark Gregg",6.4,31248,3000000,2926565,3982459,47,81,152
"52625","tt1024770","The People I've Slept With",2012,"Comedy",89,"USA","English","Quentin Lee",4.8,671,3000000,19137,19137,45,6,21
"52667","tt1027718","Wall Street - Il denaro non dorme mai",2010,"Drama",133,"USA","English","Oliver Stone",6.2,96951,70000000,52474616,134748021,59,260,302
"52672","tt1027862","Swing Vote - Un uomo da 300 milioni di voti",2008,"Comedy, Drama",120,"USA","English","Joshua Michael Stern",6.1,17457,21000000,16289867,17635397,47,84,131
"52682","tt1028576","Un anno da ricordare",2010,"Biography, Drama, Family",123,"USA","English","Randall Wallace",7.2,26028,35000000,59713955,60321861,61,144,166
"52683","tt1028581","Love N' Dancing",2009,"Drama, Romance",91,"USA","English","Robert Iscove",5.4,1695,10000000,47812,73848,43,18,8
"52751","tt1031969","The Rocker - Il batterista nudo",2008,"Comedy, Music",102,"USA","English","Peter Cattaneo",6.2,36404,15000000,6409528,8808935,53,113,128
"52787","tt1033575","Paradiso amaro",2011,"Comedy, Drama",115,"USA","English","Alexander Payne",7.3,230101,20000000,82584160,177243185,84,492,561
"52792","tt1034032","Gamer",2009,"Action, Sci-Fi, Thriller",95,"USA","English","Mark Neveldine, Brian Taylor",5.8,128732,50000000,20534907,40828540,27,264,187
"52806","tt1034324","The Mighty Macs",2009,"Drama, Sport",99,"USA","English","Tim Chambers",6.5,1407,7000000,1891936,1891936,49,16,33
"52861","tt1037705","Codice Genesi",2010,"Action, Adventure, Drama",118,"USA","English","Albert Hughes, Allen Hughes",6.9,288327,80000000,94835059,157107755,53,656,326
"52882","tt1038686","Legion",2010,"Action, Fantasy, Horror",100,"USA","English","Scott Stewart",5.2,97780,26000000,40168080,67918658,32,371,230
"52930","tt1041753","Harold",2008,"Comedy",90,"USA","English","T. Sean Shannon",5.5,1846,3500000,13229,13229,10,6,16
"52935","tt1041829","Ricatto d'amore",2009,"Comedy, Drama, Romance",108,"USA","English","Anne Fletcher",6.7,289455,40000000,163958031,317375031,48,330,234
"52952","tt1042877","Cadillac Records",2008,"Biography, Drama, Music",109,"USA","English","Darnell Martin",7,19765,12000000,8195551,8883644,65,101,84
"53012","tt1045655","The Haunting of Molly Hartley",2008,"Drama, Horror, Thriller",82,"USA","English","Mickey Liddell",3.9,9315,5000000,13559812,15418749,28,129,75
"53013","tt1045658","Il lato positivo - Silver Linings Playbook",2012,"Comedy, Drama, Romance",122,"USA","English","David O. Russell",7.7,651122,21000000,132092958,236412453,81,850,473
"53019","tt1045778","Anno uno",2009,"Comedy",97,"USA","English","Harold Ramis",4.9,90686,60000000,43337279,62357900,34,247,173
"53025","tt1046163","La ragazza del mio migliore amico",2008,"Comedy, Romance",101,"USA","English","Howard Deutch",5.9,42133,20000000,19219250,41624687,34,108,78
"53052","tt1047540","Parental Guidance",2012,"Comedy, Family",105,"USA","English","Andy Fickman",6,24582,25000000,77267296,119772232,36,124,140
"53078","tt1049413","Up",2009,"Animation, Adventure, Comedy",96,"USA","English","Pete Docter, Bob Peterson",8.2,911402,175000000,293004164,735099082,88,905,420
"53186","tt1055292","Tre all'improvviso",2010,"Comedy, Drama, Romance",114,"USA","English","Greg Berlanti",6.5,120408,38000000,53374681,105734416,39,116,147
"53225","tt1058017","Il primo dei bugiardi",2009,"Comedy, Fantasy, Romance",100,"USA","English","Ricky Gervais, Matthew Robinson",6.4,122986,18500000,18451251,32406507,58,376,199
"53364","tt1067106","A Christmas Carol",2009,"Animation, Drama, Family",96,"USA","English","Robert Zemeckis",6.8,98606,200000000,137855863,325286646,55,278,254
"53374","tt1067765","Adult World",2013,"Comedy, Drama",97,"USA","English","Scott Coffey",6.1,16617,4000000,25368,37887,61,50,42
"53380","tt1068242","Footloose",2011,"Comedy, Drama, Music",113,"USA","English","Craig Brewer",5.9,45665,24000000,51802742,63543328,58,151,161
"53480","tt1073498","3ciento - Chi l'ha duro... la vince!",2008,"Comedy",87,"USA","English","Jason Friedberg, Aaron Seltzer",2.8,100614,30000000,38233676,85897593,9,428,113
"53515","tt1075417","Corsa a Witch Mountain",2009,"Action, Adventure, Family",98,"USA","English","Andy Fickman",5.7,54752,65000000,67172594,106387141,52,127,172
"53520","tt1075747","Jonah Hex",2010,"Action, Drama, Fantasy",81,"USA","English","Jimmy Hayward",4.7,54639,47000000,10547117,10903312,33,216,190
