,title,year,genre,duration,country,language,director,avg_vote,votes,budget,usa_gross_income,worlwide_gross_income,metascore,reviews_from_users,reviews_from_critics,votecat,director_avg
1528,L'era glaciale 4 - Continenti alla deriva,2012,"Animation, Adventure, Comedy",88,USA,English,"Steve Martino, Mike Thurmeier",6.6,187558,95000000,161321843,877244782,49,152,236,Middle,6.6
1529,The Twilight Saga: Breaking Dawn - Parte 2,2012,"Adventure, Drama, Fantasy",115,USA,English,Bill Condon,5.5,226618,120000000,292324737,829746820,52,380,333,Middle,6.245454545454546
1530,Entourage,2015,Comedy,104,USA,English,Doug Ellin,6.6,75015,30000000,32363404,49263404,38,192,227,Middle,5.3999999999999995
1531,Take Shelter,2011,"Drama, Horror, Thriller",121,USA,English,Jeff Nichols,7.4,89361,5000000,1730296,3741098,85,280,345,High,7.12
1532,Trolls,2016,"Animation, Adventure, Comedy",92,USA,English,"Mike Mitchell, Walt Dohrn",6.5,70238,125000000,153707064,346864462,55,203,187,Middle,6.5
1533,Creature,2011,Horror,93,USA,English,Fred Andrews,3.6,2774,3000000,508714,533235,31,46,89,Middle,3.6
1534,Dark Horse,2011,"Comedy, Drama",86,USA,English,Todd Solondz,5.9,5572,2000000,166228,337150,66,34,114,Middle,6.6
1535,Prima di domani,2017,"Drama, Fantasy, Mystery",98,USA,English,Ry Russo-Young,6.4,44619,5000000,12241122,16373843,58,219,155,Middle,5.6000000000000005
1536,Parto con mamma,2012,"Comedy, Drama",95,USA,English,Anne Fletcher,5.7,35011,40000000,37134215,41863726,50,113,151,Middle,6.116666666666667
1537,The Virginity Hit,2010,Comedy,86,USA,English,"Huck Botko, Andrew Gurland",4.6,3744,2000000,636706,636706,40,13,44,Middle,5.449999999999999
1538,Una fantastica e incredibile giornata da dimenticare,2014,"Comedy, Family",81,USA,English,Miguel Arteta,6.2,39946,28000000,66954149,100654149,54,109,123,Middle,6.074999999999999
1539,Seven Days in Utopia,2011,"Drama, Sport",100,USA,English,Matthew Dean Russell,6.0,3085,7500000,4373074,4373074,37,58,50,Middle,6.0
1540,Peeples,2013,"Comedy, Romance",95,USA,English,Tina Gordon,5.3,4608,15000000,9177065,9307166,52,32,41,Middle,5.35
1541,Bernie,2011,"Biography, Comedy, Crime",99,USA,English,Richard Linklater,6.8,56279,5000000,9206470,10173061,75,161,239,High,7.029999999999999
1542,Chronicle,2012,"Drama, Sci-Fi, Thriller",89,USA,English,Josh Trank,7.0,237285,12000000,64575175,126636097,69,519,427,High,5.85
1543,Lovely Molly,2011,"Drama, Horror",100,USA,English,Eduardo Sánchez,5.3,9179,1000000,18464,638274,50,95,99,Middle,5.175
1544,Joyful Noise - Armonie del cuore,2012,"Comedy, Drama, Music",118,USA,English,Todd Graff,5.7,7826,25000000,30932113,31158113,44,80,96,Middle,6.066666666666666
1545,The Spectacular Now,2013,"Comedy, Drama, Romance",95,USA,English,James Ponsoldt,7.1,142070,2500000,6854611,6918591,82,226,233,High,6.62
1546,Another Happy Day,2011,"Comedy, Drama",119,USA,English,Sam Levinson,6.1,3952,4000000,8464,659937,46,48,45,Middle,6.0
1547,Friends with Kids,2011,"Comedy, Drama, Romance",107,USA,English,Jennifer Westfeldt,6.1,40658,10000000,7251073,13041254,55,112,169,Middle,6.1
1548,Killer Joe,2011,"Crime, Drama, Thriller",102,USA,English,William Friedkin,6.7,71587,11000000,1987762,4633668,62,258,386,High,6.405263157894737
1549,C'era una volta un'estate,2013,"Comedy, Drama",103,USA,English,"Nat Faxon, Jim Rash",7.4,138403,5000000,21506546,26474920,68,265,289,High,6.1
1550,Manuale scout per l'apocalisse zombie,2015,"Action, Comedy, Horror",93,USA,English,Christopher Landon,6.3,44058,15000000,3703046,16137046,32,151,164,Middle,5.880000000000001
1551,Ender's Game,2013,"Action, Adventure, Fantasy",114,USA,English,Gavin Hood,6.6,220351,110000000,61737191,125544024,51,632,341,Middle,6.6625
1552,Barely Lethal - 16 anni e spia,2015,"Action, Comedy",96,USA,English,Kyle Newman,5.4,19652,15000000,6075,933847,44,77,61,Middle,6.0
1553,I truffatori,2013,"Action, Comedy, Crime",112,USA,English,Wayne Kramer,5.9,10480,5000000,8088,10080,26,50,46,Middle,6.725
1554,Your Sister's Sister,2011,"Comedy, Drama, Romance",90,USA,English,Lynn Shelton,6.7,25829,125000,1636190,3242802,72,72,176,High,6.085714285714286
1555,Ma come fa a far tutto?,2011,"Comedy, Romance",89,USA,English,Douglas McGrath,4.9,19240,24000000,9662284,31410151,38,75,162,Middle,6.4
1556,Moonrise Kingdom - Una fuga d'amore,2012,"Comedy, Drama, Romance",94,USA,English,Wes Anderson,7.8,311669,16000000,45512466,68263166,84,443,506,High,7.611111111111111
1557,The Collection,2012,"Action, Adventure, Crime",82,USA,English,Marcus Dunstan,6.1,44738,7500000,6842058,9929706,38,129,150,Middle,6.1000000000000005
1558,Blue Like Jazz,2012,"Comedy, Drama",108,USA,English,Steve Taylor,5.9,2875,1200000,595018,595018,48,94,36,Middle,4.9799999999999995
1559,Like Crazy,2011,"Drama, Romance",86,USA,English,Drake Doremus,6.7,58481,250000,3395391,3852409,68,178,196,High,6.171428571428571
1560,Questi sono i 40,2012,"Comedy, Romance",134,USA,English,Judd Apatow,6.2,125052,35000000,67544505,88215156,59,289,291,Middle,6.633333333333334
1561,Persecuted,2014,"Action, Drama, Mystery",91,USA,English,Daniel Lusko,3.5,1481,1500000,1558836,1558836,11,47,29,Middle,2.5333333333333337
1562,The First Time,2012,"Comedy, Drama, Romance",95,USA,English,Jonathan Kasdan,6.8,65405,2000000,22836,92654,55,83,21,High,6.6
1563,Cogan - Killing Them Softly,2012,"Crime, Drama, Thriller",97,USA,English,Andrew Dominik,6.2,131250,15000000,15026056,37930465,64,426,430,Middle,6.966666666666666
1564,La canzone della vita - Danny Collins,2015,"Biography, Comedy, Drama",106,USA,English,Dan Fogelman,7.0,29512,10000000,5637066,10835752,58,124,151,High,6.9
1565,Ralph Spaccatutto,2012,"Animation, Adventure, Comedy",101,USA,English,Rich Moore,7.7,371521,165000000,189422889,471222889,72,444,399,High,7.7
1566,Paranormal Activity 3,2011,"Horror, Mystery, Thriller",83,USA,English,"Henry Joost, Ariel Schulman",5.8,88995,5000000,104028807,207039844,59,335,254,Middle,5.68
1567,L'ultima ricchezza,2013,"Drama, Romance",105,USA,English,Michael Landon Jr.,5.8,1122,3100000,1327841,1327841,19,11,15,Middle,6.16
1568,The Vault - Nessuno è al sicuro,2017,"Crime, Horror, Mystery",91,USA,English,Dan Bush,4.8,11776,5000000,5728,346729,50,124,68,Middle,5.066666666666666
1569,CBGB,2013,"Crime, Drama, Music",102,USA,English,Randall Miller,6.6,8876,5000000,40400,40400,30,49,38,Middle,6.3
1570,Candidato a sorpresa,2012,Comedy,85,USA,English,Jay Roach,6.1,123110,95000000,86907746,104907746,50,186,263,Middle,6.609999999999999
1571,Giovani si diventa,2014,"Comedy, Drama, Mystery",97,USA,English,Noah Baumbach,6.3,45905,10000000,7587485,21075757,77,127,285,Middle,6.7272727272727275
1572,Savannah,2013,"Drama, Family, History",101,USA,English,Annette Haywood-Carter,5.9,1408,5000000,37240,37240,25,12,14,Middle,6.050000000000001
1573,Ti lascio la mia canzone,2014,"Comedy, Drama, Music",105,USA,English,William H. Macy,7.5,17263,5000000,58293,546149,52,81,49,High,5.866666666666667
1574,This Is Martin Bonner,2013,Drama,83,USA,English,Chad Hartigan,6.5,900,42000,13888,13888,71,8,35,Middle,6.35
1575,Babbo bastardo 2,2016,"Comedy, Crime, Drama",92,USA,English,Mark Waters,5.6,22115,26000000,17782178,24079268,38,113,139,Middle,6.154545454545455
1576,Lei,2013,"Drama, Romance, Sci-Fi",126,USA,English,Spike Jonze,8.0,523975,23000000,25568251,48517427,90,1086,611,High,7.525
1577,Quel momento imbarazzante,2014,"Comedy, Romance",94,USA,English,Tom Gormican,6.1,96462,8000000,26068955,45640143,36,122,165,Middle,6.1
1578,Step Up 4 Revolution 3D,2012,"Drama, Music, Romance",99,USA,English,Scott Speer,6.4,53159,33000000,35074677,140470746,43,82,124,Middle,5.8199999999999985
1579,As I Lay Dying,2013,Drama,110,USA,English,James Franco,5.4,3746,5000000,16697,71759,50,34,53,Middle,5.458333333333333
1580,Admission - Matricole dentro o fuori,2013,"Comedy, Drama, Romance",108,USA,English,Paul Weitz,5.7,33021,13000000,18007317,18637201,48,97,152,Middle,5.9125000000000005
1581,After Earth,2013,"Action, Adventure, Sci-Fi",100,USA,English,M. Night Shyamalan,4.8,189179,130000000,60522097,243611982,33,848,369,Middle,6.053846153846154
1582,Annie - La felicità è contagiosa,2014,"Comedy, Drama, Family",118,USA,English,Will Gluck,5.3,33381,65000000,85911262,136853506,33,268,182,Middle,6.3
1583,3 Geezers!,2013,Comedy,81,USA,English,Michelle Schumacher,3.3,681,1000000,4175,4175,9,9,3,Low,4.4
1584,About Last Night,2014,"Comedy, Romance",100,USA,English,Steve Pink,6.1,22306,12500000,48637684,50445860,62,49,90,Middle,6.0
1585,Storia d'inverno,2014,"Drama, Fantasy, Mystery",118,USA,English,Akiva Goldsman,6.2,51423,60000000,12600231,30800231,31,160,191,Middle,6.0
1586,The Face of Love,2013,"Drama, Mystery, Romance",92,USA,English,Arie Posin,6.2,5059,4000000,350006,1806548,51,32,62,Middle,6.550000000000001
1587,Price Check,2012,"Comedy, Drama",92,USA,English,Michael Walker,5.4,2119,2000000,7413,7413,67,16,31,Middle,5.125
1588,Le sorelle perfette,2015,Comedy,118,USA,English,Jason Moore,6.0,62047,30000000,87044645,105011053,58,180,175,Middle,6.6
1589,Percy Jackson e gli dei dell'Olimpo - Il mare dei mostri,2013,"Adventure, Family, Fantasy",106,USA,English,Thor Freudenthal,5.8,108432,90000000,68559554,199850315,39,234,192,Middle,6.125
1590,Tim and Eric's Billion Dollar Movie,2012,Comedy,93,USA,English,"Tim Heidecker, Eric Wareheim",5.4,9329,3000000,201436,223580,40,80,83,Middle,5.4
1591,Turbo,2013,"Animation, Adventure, Comedy",96,USA,English,David Soren,6.4,81691,135000000,83028128,282570682,58,118,169,Middle,6.300000000000001
1592,Safety Not Guaranteed,2012,"Comedy, Drama, Romance",86,USA,English,Colin Trevorrow,7.0,116943,750000,4010957,4424699,72,308,281,High,6.866666666666667
1593,The Sessions - Gli incontri,2012,"Biography, Comedy, Drama",95,USA,English,Ben Lewin,7.2,40908,1000000,6002451,10656155,79,144,344,High,6.459999999999999
1594,Filly Brown,2012,"Drama, Music",80,USA,English,"Youssef Delara, Michael D. Olmos",5.7,1039,2000000,2850357,2940411,57,10,16,Middle,5.050000000000001
1595,The Amazing Spider-Man 2 - Il potere di Electro,2014,"Action, Adventure, Sci-Fi",142,USA,English,Marc Webb,6.6,409370,200000000,202853933,708982323,53,1184,539,Middle,7.0200000000000005
1596,The Judge,2014,"Crime, Drama",141,USA,English,David Dobkin,7.4,173959,50000000,47119388,84419388,48,350,289,High,6.500000000000001
1597,Liberal Arts,2012,"Comedy, Drama, Romance",97,USA,English,Josh Radnor,6.7,35549,2000000,327345,1150681,55,90,158,High,6.75
1598,Hello Herman,2012,Drama,90,USA,English,Michelle Danner,5.8,1281,1500000,8437,8437,27,77,15,Middle,5.05
1599,Sparkle - La luce del successo,2012,"Drama, Music",116,USA,English,Salim Akil,5.7,5818,14000000,24397469,24637800,54,49,82,Middle,5.7
1600,The Darkness,2016,"Horror, Thriller",92,USA,English,Greg McLean,4.4,14464,4000000,10753574,10898293,27,151,80,Middle,5.95
1601,Best Man Down,2012,"Comedy, Drama",89,USA,English,Ted Koland,6.4,8985,1500000,1938,1938,36,34,22,Middle,6.4
1602,Il caso Spotlight,2015,"Biography, Crime, Drama",129,USA,English,Tom McCarthy,8.1,406847,20000000,45055776,98690254,93,615,533,High,7.05
1603,Parker,2013,"Action, Crime, Thriller",118,USA,English,Taylor Hackford,6.2,111698,35000000,17616641,46922566,42,175,174,Middle,6.699999999999999
1604,The Call,2013,"Crime, Drama, Horror",96,USA,English,Brad Anderson,6.7,110304,13000000,51872378,68572631,51,338,291,High,6.58
1605,Magic Mike,2012,"Comedy, Drama",110,USA,English,Steven Soderbergh,6.1,129356,7000000,113721571,167739368,72,299,334,Middle,6.6259259259259276
1606,California Solo,2012,Drama,94,USA,English,Marshall Lewy,6.3,985,200000,15433,15433,62,13,34,Middle,6.1
1607,The Wedding Party,2012,"Comedy, Romance",87,USA,English,Leslye Headland,5.3,44743,3000000,447954,12128575,53,171,162,Middle,5.9
1608,Phantom,2013,"Drama, History, Thriller",98,USA,English,Todd Robinson,5.9,13390,18000000,1034589,1197759,40,89,82,Middle,6.333333333333333
1609,Il paradiso per davvero,2014,"Biography, Drama, Family",99,USA,English,Randall Wallace,5.8,25440,12000000,91443253,101888019,47,183,89,Middle,6.675
1610,Volano coltelli,2012,Drama,100,USA,English,Bill Guttentag,5.1,1339,7000000,5661,5661,34,13,35,Middle,5.449999999999999
1611,Quel che sapeva Maisie,2012,Drama,99,USA,English,"Scott McGehee, David Siegel",7.4,26484,6000000,1066471,2711379,74,99,174,High,6.360000000000001
1612,Amore inaspettato,2017,"Drama, Romance",98,USA,English,Michael Mailer,5.8,3436,2500000,12522,98280,36,28,22,Middle,5.8
1613,Mud,2012,Drama,130,USA,English,Jeff Nichols,7.4,164768,10000000,21590086,32613173,76,313,391,High,7.12
1614,Botte di fortuna,2012,"Comedy, Fantasy, Thriller",101,USA,English,Ramaa Mosley,6.4,14450,900000,6997,245027,43,45,64,Middle,6.15
1615,About Cherry,2012,Drama,98,USA,English,Stephen Elliott,4.8,9636,2500000,3003,8315,33,43,51,Middle,4.8
1616,In Our Nature,2012,Drama,103,USA,English,Brian Savelson,5.7,735,1000000,6543,6543,51,8,18,Middle,5.7
1617,Hunger Games: La ragazza di fuoco,2013,"Action, Adventure, Mystery",146,USA,English,Francis Lawrence,7.5,603034,130000000,424668047,865011746,76,726,526,High,6.9
1618,Crooked Arrows,2012,"Drama, Sport",105,USA,English,Steve Rash,5.9,1821,13000000,1832541,1832541,42,15,22,Middle,5.955555555555557
1619,Noah,2014,"Action, Adventure, Drama",138,USA,English,Darren Aronofsky,5.7,240005,125000000,101200044,359200044,68,1401,447,Middle,7.300000000000002
1620,2 gran figli di...,2017,"Comedy, Drama",113,USA,English,Lawrence Sher,5.5,17279,25000000,17501244,25601244,22,99,60,Middle,5.5
1621,Un giorno come tanti,2013,"Drama, Romance, Thriller",111,USA,English,Jason Reitman,6.9,41851,18000000,13371528,20275812,52,131,221,High,6.9125000000000005
1622,The Comedian,2016,"Comedy, Drama, Romance",120,USA,English,Taylor Hackford,5.7,6592,15000000,1659002,1659002,40,72,77,Middle,6.699999999999999
1623,Teneramente folle,2014,"Comedy, Drama, Romance",90,USA,English,Maya Forbes,7.0,14817,6700000,1430655,1824678,64,61,102,High,6.45
1624,Compliance,2012,"Crime, Drama, Thriller",90,USA,English,Craig Zobel,6.4,30693,270000,319285,592116,68,218,296,Middle,6.4
1625,The Best of Me - Il meglio di me,2014,"Drama, Romance",118,USA,English,Michael Hoffman,6.7,64623,26000000,26766213,38609668,29,146,92,High,6.391666666666667
1626,L'eccezione alla regola,2016,"Comedy, Drama, Romance",127,USA,English,Warren Beatty,5.7,9328,25000000,3652206,3885342,60,78,147,Middle,6.475
1627,Toy Story 4,2019,"Animation, Adventure, Comedy",100,USA,English,Josh Cooley,7.8,189129,200000000,434038008,1073394593,84,1287,382,High,7.8
1628,Il viaggio di Arlo,2015,"Animation, Adventure, Comedy",93,USA,English,Peter Sohn,6.7,99311,200000000,123087120,332207671,66,484,336,High,6.7
1629,Pain & Gain - Muscoli e denaro,2013,"Action, Comedy, Crime",129,USA,English,Michael Bay,6.4,197887,26000000,49875291,87305549,45,325,348,Middle,6.457142857142856
1630,Tutto può cambiare,2013,"Comedy, Drama, Music",104,USA,English,John Carney,7.4,139728,8000000,16170632,63464861,62,265,294,High,7.525
1631,Thor: The Dark World,2013,"Action, Adventure, Fantasy",112,USA,English,Alan Taylor,6.9,582153,170000000,206362140,644783140,54,703,525,High,6.340000000000001
1632,Voices,2012,"Comedy, Music, Romance",112,USA,English,Jason Moore,7.2,271720,17000000,65001093,115350426,66,321,237,High,6.6
1633,Atlas Shrugged II: The Strike,2012,"Drama, Mystery, Sci-Fi",111,USA,English,John Putch,5.3,6682,10000000,3336053,3336053,26,124,24,Middle,4.766666666666667
1634,Brake - Fino all'ultimo respiro,2012,Thriller,92,USA,English,Gabe Torres,6.1,11323,500000,4876,102819,38,88,64,Middle,6.0
1635,Robot & Frank,2012,"Comedy, Crime, Drama",89,USA,English,Jake Schreier,7.1,61244,2500000,3325038,4806423,67,113,212,High,6.699999999999999
1636,Battlefield America,2012,"Drama, Musical",106,USA,English,Chris Stokes,2.7,1414,15000000,172000,252805,31,6,16,Low,4.300000000000001
1637,Fat Kid Rules the World,2012,"Comedy, Drama",98,USA,English,Matthew Lillard,6.5,3212,750000,41000,41000,54,12,41,Middle,6.5
1638,It's a Disaster,2012,"Comedy, Drama",88,USA,English,Todd Berger,6.4,10290,500000,60818,60818,57,64,76,Middle,5.900000000000001
1639,Le squillo della porta accanto,2012,Comedy,85,USA,English,Jamie Travis,6.0,15526,850000,1251749,1386088,55,37,115,Middle,6.0
1640,Hell Fest,2018,"Horror, Thriller",89,USA,English,Gregory Plotkin,5.5,12863,5500000,11107431,18159691,26,238,122,Middle,5.05
1641,Cattivi vicini,2014,Comedy,97,USA,English,Nicholas Stoller,6.3,280904,18000000,150157400,270665134,68,425,363,Middle,6.340000000000001
1642,Ossessione omicida,2014,"Action, Crime, Drama",84,USA,English,Sam Miller,5.6,17768,13200000,52543632,54323210,26,102,60,Middle,5.533333333333334
1643,Guardiani della Galassia,2014,"Action, Adventure, Comedy",121,USA,English,James Gunn,8.0,1023350,170000000,333176600,772791156,76,1405,721,High,7.175000000000001
1644,All Is Lost - Tutto è perduto,2013,"Action, Adventure, Drama",106,USA,English,J.C. Chandor,6.9,74976,9000000,6263670,13627519,87,396,370,High,6.85
1645,L'ultima tempesta,2016,"Action, Drama, History",117,USA,English,Craig Gillespie,6.8,60434,80000000,27569558,52099090,58,201,202,High,6.666666666666667
1646,Dimmi quando,2014,"Comedy, Drama, Romance",99,USA,English,Lynn Shelton,6.4,41259,5000000,1066981,2379154,63,66,128,Middle,6.085714285714286
1647,The Gambler,2014,"Crime, Drama, Thriller",111,USA,English,Rupert Wyatt,6.0,64673,25000000,33680992,39280992,55,185,182,Middle,6.575
1648,Old Fashioned,2014,"Drama, Romance",115,USA,English,Rik Swartzwelder,5.2,1859,600000,1914090,1914090,29,124,44,Middle,5.2
1649,13 peccati,2014,"Horror, Thriller",93,USA,English,Daniel Stamm,6.3,32536,4000000,13809,826913,44,121,107,Middle,6.2
1650,Smashed,2012,Drama,81,USA,English,James Ponsoldt,6.8,16280,500000,376597,499725,71,45,115,High,6.62
1651,Sleepless - Il giustiziere,2017,"Action, Crime, Thriller",95,USA,English,Baran bo Odar,5.6,29261,30000000,20783704,32917353,34,177,115,Middle,6.733333333333333
1652,Sleepwalk with Me,2012,Comedy,81,USA,English,"Mike Birbiglia, Seth Barrish",6.8,11448,1000000,2266067,2266067,71,31,127,High,6.8
1653,The Best Man Holiday,2013,"Comedy, Drama",123,USA,English,Malcolm D. Lee,6.7,14631,17000000,70525195,72835710,59,65,58,High,6.111111111111112
1654,Di nuovo in gioco,2012,"Drama, Sport",111,USA,English,Robert Lorenz,6.8,59171,30000000,35763137,48963137,58,192,243,High,6.8
1655,Upstream Color,2013,"Drama, Sci-Fi",96,USA,English,Shane Carruth,6.7,30920,50000,444098,587174,81,172,277,High,6.800000000000001
1656,Mr. Right,2015,"Action, Comedy, Romance",95,USA,English,Paco Cabezas,6.3,49106,8000000,34694,607595,52,227,76,Middle,5.840000000000001
1657,Inside Out,2015,"Animation, Adventure, Comedy",95,USA,English,"Pete Docter, Ronnie Del Carmen",8.1,592575,175000000,356921711,858071350,94,1034,589,High,8.1
1658,Hit and Run,2012,"Action, Comedy",100,USA,English,"David Palmer, Dax Shepard",6.1,34150,2000000,13749300,16816647,50,132,176,Middle,5.3
1659,Tammy,2014,"Comedy, Romance",97,USA,English,Ben Falcone,4.9,47138,20000000,84525432,100375432,39,176,147,Middle,5.3
1660,Into the Storm,2014,"Action, Adventure, Drama",89,USA,English,Steven Quale,5.8,63863,50000000,47602194,161502194,44,251,239,Middle,5.666666666666667
1661,Re della terra selvaggia,2012,"Adventure, Drama, Fantasy",93,USA,English,Benh Zeitlin,7.3,79817,1800000,12795746,21107746,86,286,640,High,6.5
1662,San Andreas,2015,"Action, Adventure, Drama",114,USA,English,Brad Peyton,6.1,207545,110000000,155190832,473990832,43,624,400,Middle,5.52
1663,Jane Got a Gun,2015,"Action, Drama, Western",98,USA,English,Gavin O'Connor,5.9,20477,25000000,1513793,3067531,49,93,156,Middle,6.985714285714286
1664,Self/less,2015,"Action, Mystery, Sci-Fi",117,USA,English,Tarsem Singh,6.5,87740,26000000,12279691,31807156,34,193,194,Middle,6.459999999999999
1665,Bad Words,2013,"Comedy, Drama",89,USA,English,Jason Bateman,6.6,45913,10000000,7779614,7804337,57,138,125,Middle,6.35
1666,Come ammazzare il capo 2,2014,"Comedy, Crime",108,USA,English,Sean Anders,6.3,155108,42000000,54445357,107645357,40,238,209,Middle,6.257142857142857
1667,Metallica Through the Never,2013,Music,93,USA,English,Nimród Antal,7.2,16363,18000000,3419967,7975812,61,69,112,High,6.640000000000001
1668,Into the Woods,2014,"Adventure, Comedy, Drama",125,USA,English,Rob Marshall,5.9,129755,50000000,128002372,212902372,69,889,349,Middle,6.583333333333333
1669,Song One,2014,"Drama, Music",86,USA,English,Kate Barker-Froyland,5.8,8991,6000000,32251,408918,48,30,46,Middle,5.8
1670,Earth to Echo,2014,"Adventure, Family, Sci-Fi",91,USA,English,Dave Green,5.8,18148,13000000,38934842,45681062,53,163,115,Middle,5.9
1671,Run All Night - Una notte per sopravvivere,2015,"Action, Crime, Drama",114,USA,English,Jaume Collet-Serra,6.6,99967,50000000,26461644,71561644,59,245,256,Middle,6.375
1672,Tutte contro lui,2014,"Comedy, Romance",109,USA,English,Nick Cassavetes,6.0,129001,40000000,83911193,196710396,39,230,206,Middle,6.642857142857143
1673,Madea protezione testimoni,2012,"Comedy, Crime, Drama",114,USA,English,Tyler Perry,4.9,9945,20000000,65653242,66899242,42,52,29,Middle,4.972222222222222
1674,Draft Day,2014,"Drama, Sport",110,USA,English,Ivan Reitman,6.8,52760,25000000,28842237,29824199,54,159,167,High,6.062499999999999
1675,Sweetwater,2013,"Thriller, Western",95,USA,English,"Logan Miller, Noah Miller",6.2,5685,7000000,6147,6147,38,43,47,Middle,6.0
1676,Il domani tra di noi,2017,"Action, Adventure, Drama",112,USA,English,Hany Abu-Assad,6.4,64703,35000000,30348555,62832209,48,333,168,Middle,6.285714285714286
1677,Don Jon,2013,"Comedy, Drama, Romance",90,USA,English,Joseph Gordon-Levitt,6.5,225914,3000000,24477704,39439355,66,342,377,Middle,6.5
1678,Velvet - Il prezzo dell'amore,2013,Drama,84,USA,English,Neil LaBute,5.8,1721,2000000,6420,6420,54,21,32,Middle,5.880000000000001
1679,La guerra dei sessi,2014,"Comedy, Romance",106,USA,English,Tim Story,5.8,19525,24000000,65182182,70181428,38,42,53,Middle,5.96
1680,Big Hero 6,2014,"Animation, Action, Adventure",102,USA,English,"Don Hall, Chris Williams",7.8,400882,165000000,222527828,657868146,74,564,413,High,7.8
1681,Il tempo di vincere,2014,"Drama, Sport",115,USA,English,Thomas Carter,6.7,15108,15000000,30127963,30138754,41,76,52,High,6.5
1682,L'amore bugiardo - Gone Girl,2014,"Drama, Mystery, Thriller",149,USA,English,David Fincher,8.1,833485,61000000,167767189,369330363,79,1475,623,High,7.76
1683,Magic Mike XXL,2015,"Comedy, Drama, Music",115,USA,English,Gregory Jacobs,5.6,51177,14800000,66013057,117813057,60,143,238,Middle,5.933333333333333
1684,A Perfect Man,2013,"Drama, Romance",95,USA,English,Kees Van Oostrum,5.2,1931,5000000,7117,14147,31,8,9,Middle,5.550000000000001
1685,Natale all'improvviso,2015,"Comedy, Fantasy, Romance",107,USA,English,Jessie Nelson,5.8,19747,17000000,26302731,42426912,31,108,111,Middle,6.7
1686,The Canyons,2013,"Drama, Thriller",99,USA,English,Paul Schrader,3.8,10342,250000,56825,270185,36,101,170,Middle,6.094999999999999
1687,22 Jump Street,2014,"Action, Comedy, Crime",112,USA,English,"Phil Lord, Christopher Miller",7.0,339248,50000000,191719337,331333876,71,354,349,High,7.033333333333334
1688,Falcon Rising,2014,"Action, Adventure, Crime",103,USA,English,Ernie Barbarash,5.8,7776,4500000,11774,267476,49,58,37,Middle,5.55
1689,Free the Nipple,2014,"Comedy, Drama",78,USA,English,Lina Esco,3.9,1627,937000,4198,4198,33,19,16,Middle,3.9
1690,23 Blast,2014,"Drama, Family, Sport",98,USA,English,Dylan Baker,6.5,1700,1000000,549185,549185,45,6,15,Middle,6.5
1691,Wild,2014,"Biography, Drama",115,USA,English,Jean-Marc Vallée,7.1,117835,15000000,37880356,52501541,76,315,366,High,6.7555555555555555
1692,The Gallows - L'esecuzione,2015,"Horror, Mystery, Sci-Fi",81,USA,English,"Travis Cluff, Chris Lofing",4.2,18980,100000,22764410,42964410,30,181,174,Middle,4.25
1693,Homefront,2013,"Action, Crime, Thriller",100,USA,English,Gary Fleder,6.5,105123,22000000,20158898,48449416,40,197,217,Middle,6.685714285714285
1694,Un amore senza fine,2014,"Drama, Romance",104,USA,English,Shana Feste,6.3,39808,20000000,23438250,34718173,30,81,101,Middle,6.3999999999999995
1695,Hell Baby,2013,"Comedy, Horror",98,USA,English,"Robert Ben Garant, Thomas Lennon",4.9,8803,2500000,8785,8785,41,60,76,Middle,4.9
1696,Cinquanta sfumature di grigio,2015,"Drama, Romance, Thriller",125,USA,English,Sam Taylor-Johnson,4.1,293277,40000000,166167230,569651467,46,1551,404,Middle,5.8
1697,The Identical,2014,"Drama, Music",107,USA,English,Dustin Marcellino,5.2,2495,16000000,2827666,2840991,25,76,38,Middle,5.2
1698,Blue Jasmine,2013,Drama,98,USA,English,Woody Allen,7.3,189028,18000000,33405481,99104804,78,460,446,High,7.048936170212768
1699,Sotto assedio - White House Down,2013,"Action, Drama, Thriller",131,USA,English,Roland Emmerich,6.4,203010,150000000,73103784,205366737,52,509,355,Middle,5.85294117647059
1700,Parkland,2013,"Drama, History, Mystery",93,USA,English,Peter Landesman,6.4,14903,10000000,653651,1412181,51,109,143,Middle,6.633333333333333
1701,Mississippi Grind,2015,"Comedy, Drama",108,USA,English,"Anna Boden, Ryan Fleck",6.4,20077,6000000,130541,422746,77,76,130,Middle,6.9
1702,A piedi nudi,2014,"Comedy, Drama, Romance",90,USA,English,Andrew Fleming,6.6,22669,6000000,15071,15071,22,76,28,Middle,6.1375
1703,Affare fatto,2015,"Comedy, Drama",91,USA,English,Ken Scott,5.4,31465,35000000,10219501,14431253,32,119,98,Middle,6.539999999999999
1704,Last Ounce of Courage,2012,"Drama, War",101,USA,English,"Darrel Campbell, Kevin McAfee",3.7,1940,1200000,3329674,3329674,11,95,10,Middle,3.7
1705,Lo stagista inaspettato,2015,"Comedy, Drama",121,USA,English,Nancy Meyers,7.1,213024,35000000,75764672,194564672,51,492,267,High,6.683333333333334
1706,The Disappointments Room,2016,"Drama, Horror, Thriller",91,USA,English,D.J. Caruso,3.9,8953,15000000,2423468,5745040,31,92,59,Middle,6.133333333333334
1707,Che fine ha fatto Bernadette?,2019,"Comedy, Drama",109,USA,English,Richard Linklater,6.5,14927,20000000,9198356,10821453,51,156,134,Middle,7.029999999999999
